 Morbidade Hospitalar do SUS - por local de residência - Tocantins
Valor total por Município e Ano/mês atendimento
Lista Morb  CID-10: Dengue [dengue clásssico]
Período:Jan/2008-Fev/2021
"Município";"2007/Out";"2007/Nov";"2007/Dez";"2008/Jan";"2008/Fev";"2008/Mar";"2008/Abr";"2008/Mai";"2008/Jun";"2008/Jul";"2008/Ago";"2008/Set";"2008/Out";"2008/Nov";"2008/Dez";"2009/Jan";"2009/Fev";"2009/Mar";"2009/Abr";"2009/Mai";"2009/Jun";"2009/Jul";"2009/Ago";"2009/Set";"2009/Out";"2009/Nov";"2009/Dez";"2010/Jan";"2010/Fev";"2010/Mar";"2010/Abr";"2010/Mai";"2010/Jun";"2010/Jul";"2010/Ago";"2010/Set";"2010/Out";"2010/Nov";"2010/Dez";"2011/Jan";"2011/Fev";"2011/Mar";"2011/Abr";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"2020/Set";"2020/Out";"2020/Nov";"2020/Dez";"Total"
"172065 Silvanópolis";-;-;-;-;261,60;-;-;-;-;-;261,60;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;287,76;863,28;287,76;287,76;-;-;-;-;1836,51;-;287,76;2358,08;925,43;-;575,52;-;287,76;-;-;-;287,76;659,48;-;303,76;-;-;-;287,76;-;-;-;-;287,76;287,76;568,60;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;575,52;-;-;-;-;-;-;-;-;287,76;306,81;-;-;-;-;-;-;-;-;-;-;349,71;-;-;-;-;-;-;-;-;-;-;-;311,96;-;-;-;287,76;-;-;-;-;287,76;287,76;287,76;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15337,54
"172080 Sítio Novo do Tocantins";-;-;-;539,20;-;-;261,60;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;303,76;-;-;-;-;-;-;-;-;-;-;-;583,52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;311,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;319,76;-;-;-;-;-;-;-;-;-;2607,36
"172090 Taguatinga";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;287,76;-;-;-;-;-;-;-;-;1151,04;-;-;-;-;287,76;287,76;-;-;287,76;-;-;-;-;-;287,76;-;575,52;-;-;-;-;-;-;-;-;-;-;1151,04;1726,56;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;575,52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;303,76;-;-;-;-;-;-;-;-;8361,04
"172097 Talismã";-;-;-;-;-;-;277,60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;287,76;287,76;-;-;-;-;-;-;-;-;-;-;-;863,28;-;-;-;-;287,76;-;-;-;-;-;-;-;-;311,96;-;-;-;-;-;-;-;-;-;575,52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;311,76;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3778,92
"172110 Tocantínia";-;-;-;-;547,20;261,60;261,60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;303,76;319,76;303,76;-;-;-;-;311,76;-;-;-;-;-;-;-;-;-;303,76;-;-;-;-;-;-;359,03;-;-;1315,22;295,76;532,18;-;-;-;-;303,76;-;311,76;-;-;287,76;181,22;-;-;-;287,76;63,27;-;-;347,94;-;-;-;-;-;-;-;-;-;-;-;-;287,76;419,94;-;-;-;-;-;-;-;-;-;-;-;-;311,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;287,76;311,76;351,03;-;1159,04;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10603,43
"172120 Tocantinópolis";261,60;261,60;523,20;-;261,60;-;-;-;-;-;-;-;-;-;-;-;-;2366,08;-;1502,80;1175,04;-;-;-;-;-;-;-;-;-;287,76;-;-;-;287,76;-;-;-;-;1159,04;-;1462,80;1726,56;2318,08;1758,56;-;1446,80;303,76;903,28;863,28;1524,75;2022,32;287,76;2070,32;2909,60;2046,32;-;-;-;-;-;-;287,76;863,28;1183,04;287,76;1742,56;2014,32;1151,04;-;-;-;-;-;-;-;-;607,52;621,47;911,28;-;287,76;-;311,76;-;-;-;303,76;-;591,52;-;-;287,76;-;-;-;-;-;-;-;1526,80;591,52;1486,80;1782,56;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;287,76;-;-;-;-;-;-;303,76;-;-;-;-;-;-;-;-;-;311,76;287,76;-;911,28;-;-;-;-;-;-;325,71;-;-;613,47;-;325,71;-;-;-;-;-;-;50225,91
"172125 Tupirama";-;-;-;-;261,60;-;261,60;-;-;261,60;-;-;-;-;-;-;583,52;863,28;287,76;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;295,76;-;-;-;-;-;-;-;303,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;311,96;303,76;-;-;303,76;-;-;-;-;-;-;-;295,76;303,76;-;-;-;303,76;-;-;-;-;-;-;-;-;303,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;303,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;311,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6148,68
"172130 Tupiratins";-;-;-;523,20;-;-;-;-;531,20;-;-;-;-;-;-;-;-;-;-;287,76;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;356,90;295,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2858,10
"172208 Wanderlândia";-;-;-;309,60;-;-;1090,04;-;-;-;-;-;-;-;287,76;287,76;-;-;-;335,76;319,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;325,71;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;327,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;303,76;-;-;-;-;616,92;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4204,83
"172210 Xambioá";-;-;1127,40;3627,23;1372,00;1641,60;523,20;261,60;301,60;277,60;-;-;-;-;3293,36;2390,08;1478,80;1438,80;2669,84;879,28;287,76;-;607,52;-;575,52;615,52;-;2102,32;1806,56;1183,04;1207,04;895,28;-;303,76;1167,04;287,76;-;-;-;-;-;-;-;319,76;-;-;-;-;-;-;-;599,52;-;-;1438,80;287,76;-;-;287,76;287,76;-;879,28;-;287,76;287,76;1734,56;2014,32;287,76;-;-;287,76;-;-;-;287,76;575,52;287,76;287,76;-;-;-;-;575,52;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;1167,04;2211,85;-;591,52;-;-;-;-;-;-;-;575,52;2038,52;2030,32;287,76;303,76;-;-;-;-;-;-;287,76;-;-;294,11;-;933,38;372,06;-;-;-;-;-;-;643,25;327,76;310,11;1814,06;1291,09;1783,96;863,28;-;310,11;-;-;-;1513,85;575,52;581,87;-;-;-;-;-;-;-;-;-;64732,61
"Total";261,60;2354,40;25170,60;54855,46;55266,12;77287,24;83457,17;34723,07;5581,60;3464,80;5050,40;1151,40;2698,17;4005,90;15003,76;34627,44;30554,15;35115,76;36518,55;34414,40;24976,50;15953,19;9481,94;8476,57;9530,29;16920,67;34711,49;54338,87;52557,50;57306,72;63319,87;43971,39;20103,00;7832,68;6590,62;4450,35;11578,54;22467,27;24650,19;34523,68;26931,01;40360,90;40141,34;42492,06;29653,83;15690,72;14042,43;11683,77;19374,43;18058,15;21061,95;39047,18;43409,91;45506,23;65617,56;43132,90;17065,07;10230,12;6868,89;3273,58;10081,72;9195,73;22593,17;42364,41;52663,81;41868,02;50283,96;36490,11;18395,57;7463,95;3253,36;4660,03;6824,04;18394,40;35349,25;49295,72;35807,33;39118,35;27564,83;18378,46;14291,19;7581,17;5091,92;2558,08;3033,78;7857,52;9240,74;5703,31;14717,83;28655,44;28429,95;19527,32;11624,93;5361,40;6055,83;1872,00;7458,38;5490,40;15551,29;17868,00;31248,88;22733,81;13532,96;11239,71;4700,36;4436,40;1171,71;1478,80;1191,04;2757,84;5385,63;12006,79;15379,14;17901,82;16280,22;18723,95;4289,86;1654,88;1223,04;295,76;3355,41;1853,31;1307,22;3444,41;1526,80;7512,15;5569,65;8110,86;2887,38;287,76;900,42;937,90;2423,92;3249,30;14783,92;28758,01;35103,29;25209,07;41652,69;19548,47;18310,66;4639,75;3323,51;2451,72;863,28;2159,84;2156,27;9249,92;7732,53;4973,83;4484,98;3270,37;1320,93;316,43;311,76;287,76;636,66;287,76;575,52;2830370,07
 Fonte: Ministério da Saúde - Sistema de Informações Hospitalares do SUS (SIH/SUS)
 Notas:
 
 Situação da base de dados nacional em 29/04/2016.
 Dados de janeiro de 2015 até março de 2016 sujeitos a retificação.
 
 Consulte o site da Secretaria Estadual de Saúde para mais informações.
