"Município";"2007/Ago";"2007/Set";"2007/Out";"2007/Nov";"2007/Dez";"2008/Jan";"2008/Fev";"2008/Mar";"2008/Abr";"2008/Mai";"2008/Jun";"2008/Jul";"2008/Ago";"2008/Set";"2008/Out";"2008/Nov";"2008/Dez";"2009/Jan";"2009/Fev";"2009/Mar";"2009/Abr";"2009/Mai";"2009/Jun";"2009/Jul";"2009/Ago";"2009/Set";"2009/Out";"2009/Nov";"2009/Dez";"2010/Jan";"2010/Fev";"2010/Mar";"2010/Abr";"2010/Mai";"2010/Jun";"2010/Jul";"2010/Ago";"2010/Set";"2010/Out";"2010/Nov";"2010/Dez";"2011/Jan";"2011/Fev";"2011/Mar";"2011/Abr";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"2020/Set";"2020/Out";"2020/Nov";"2020/Dez";"2021/Jan";"2021/Fev";"Total"
"210880 Pirapemas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;7
"210890 Poção de Pedras";-;-;-;-;-;2;1;7;21;12;2;-;-;-;-;-;-;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2;1;5;1;6;7;13;10;5;6;2;-;2;6;8;4;2;10;4;-;3;-;-;-;-;-;-;-;-;1;2;-;-;1;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;2;1;4;3;1;-;-;-;-;3;-;-;2;1;5;4;-;1;1;-;-;3;-;-;-;-;-;-;1;1;3;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;8;8;10;7;-;-;1;-;2;1;9;1;-;-;-;-;-;-;-;-;-;-;-;238
"210900 Porto Franco";-;-;-;-;2;8;17;33;20;15;-;-;-;2;-;1;2;4;11;8;3;3;3;3;1;1;-;-;-;-;-;1;-;-;-;2;-;-;-;-;1;7;4;3;10;2;3;3;6;1;-;1;2;4;6;8;6;7;4;3;1;-;-;1;-;-;7;3;5;4;4;-;1;1;-;1;5;1;4;-;1;1;2;-;-;-;-;-;-;1;2;4;1;3;1;1;-;1;-;-;1;4;1;6;3;5;6;1;-;-;-;3;5;12;1;6;9;2;-;-;-;-;-;2;-;2;-;-;-;-;1;1;1;-;1;-;-;-;-;1;3;4;2;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;362
"210905 Porto Rico do Maranhão";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"210910 Presidente Dutra";-;-;-;-;-;3;6;12;20;20;2;3;-;-;-;-;-;3;2;3;14;19;19;1;2;-;3;8;-;3;11;11;8;8;1;2;-;-;1;13;1;15;12;16;16;11;6;4;-;-;1;1;6;1;4;-;-;1;-;-;-;-;-;-;1;3;1;1;3;-;-;1;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;-;-;-;-;-;3;2;1;-;-;-;-;2;-;-;1;1;-;-;-;2;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;1;4;9;12;7;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;361
"210920 Presidente Juscelino";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;3;-;2;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14
"210923 Presidente Médici";-;-;-;-;-;-;-;-;1;2;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"210927 Presidente Sarney";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;1;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13
"210930 Presidente Vargas";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;1;3;7;5;5;-;-;-;-;1;1;1;-;-;-;2;5;2;1;8;-;-;-;-;-;2;-;1;1;4;3;7;14;5;1;1;-;6;-;-;-;-;-;-;-;1;-;1;-;1;-;-;4;2;3;3;6;2;1;-;1;-;19;20;2;7;3;-;-;3;1;-;1;1;2;2;1;1;2;-;-;-;2;-;-;-;1;1;2;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;196
"210940 Primeira Cruz";-;-;-;-;-;-;-;1;5;-;-;-;-;-;-;-;-;-;-;7;1;-;-;-;1;-;-;-;-;-;-;-;-;2;-;-;-;-;-;2;-;-;-;-;1;-;1;-;-;-;-;8;2;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16;-;1;-;-;-;-;-;-;-;-;-;2;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;58
"210945 Raposa";-;-;-;-;-;1;3;-;3;3;1;-;1;1;3;-;-;-;-;2;1;-;-;1;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29
"210950 Riachão";-;-;-;-;2;3;12;10;3;3;4;1;-;-;1;2;1;1;4;1;6;3;3;1;-;1;1;2;1;1;3;7;9;7;2;7;1;-;-;1;14;11;13;9;9;11;1;1;-;-;2;3;6;11;10;12;11;15;20;1;-;-;-;-;1;4;13;4;9;2;-;3;3;-;-;2;2;2;-;-;3;3;1;-;-;-;-;-;1;-;3;5;2;3;1;1;-;-;-;-;-;-;-;5;6;18;15;3;2;1;-;-;1;5;3;1;2;7;3;5;10;7;4;1;6;2;-;4;3;3;1;-;-;-;-;4;4;-;4;3;-;-;1;1;2;-;2;-;1;1;6;4;-;3;-;-;-;-;-;-;-;-;-;486
"210955 Ribamar Fiquene";-;-;-;-;-;-;-;3;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;1;2;6;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32
"210960 Rosário";-;-;-;-;1;2;1;-;-;-;1;-;-;3;-;1;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2;-;2;-;-;1;3;1;5;-;2;-;3;-;6;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;4;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;55
"210970 Sambaíba";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;6;2;3;-;-;2;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2;2;-;-;2;-;-;3;-;1;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;4;11;4;2;-;-;-;-;-;2;11;38;10;4;4;-;-;-;-;-;-;-;2;6;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;141
"210975 Santa Filomena do Maranhão";-;-;-;-;-;1;4;4;2;1;8;6;6;1;2;-;-;-;-;9;14;2;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;67
"210980 Santa Helena";-;-;-;-;-;8;2;1;10;5;2;3;-;-;2;-;1;-;-;1;-;-;1;-;-;-;-;-;-;-;1;1;3;10;18;6;8;10;11;16;20;17;29;22;6;11;4;6;7;9;3;6;2;6;18;40;19;8;4;3;2;2;-;-;-;3;-;1;2;2;3;3;1;-;1;-;2;1;1;-;-;-;1;-;-;1;1;6;1;11;15;9;5;11;3;-;-;-;1;2;-;-;-;2;8;1;2;1;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;1;5;3;5;1;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;487
"210990 Santa Inês";-;-;-;-;-;-;1;2;-;-;3;2;-;-;-;1;1;1;2;-;-;-;-;2;-;-;-;-;-;-;-;-;1;2;1;2;1;1;1;1;5;18;25;23;10;8;5;1;-;-;-;4;4;4;7;24;10;9;-;4;2;2;-;-;-;-;1;-;2;2;-;-;1;-;-;-;1;-;-;2;2;1;1;1;-;-;-;-;-;2;2;5;2;-;-;-;2;-;-;-;-;1;1;2;1;1;2;-;-;-;-;-;1;-;1;-;3;-;-;-;-;-;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;2;5;2;1;1;2;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;1;-;-;-;249
"211000 Santa Luzia";-;-;-;-;-;3;-;2;2;3;4;1;-;2;-;1;-;4;8;14;6;7;4;-;1;1;-;-;2;1;2;1;1;1;-;3;-;1;4;2;1;1;-;1;2;4;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3;5;1;-;-;-;1;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;2;-;4;-;-;3;-;-;-;1;1;3;5;1;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;131
"211003 Santa Luzia do Paruá";-;-;-;-;-;2;6;17;27;11;3;1;-;-;-;-;-;6;6;8;7;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;6;1;16;26;30;7;4;-;8;4;2;-;4;-;3;7;8;6;5;5;8;17;-;6;10;8;11;2;10;12;6;10;8;16;4;4;6;5;12;7;14;10;4;7;8;8;14;6;2;-;7;-;26;4;8;2;5;6;2;2;-;-;-;-;-;-;17;10;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;571
"211010 Santa Quitéria do Maranhão";-;-;-;2;3;2;2;14;33;16;1;-;-;-;-;1;-;-;4;12;3;11;6;3;2;2;1;1;1;2;7;21;11;9;2;2;5;-;-;-;1;6;9;13;6;2;-;-;1;1;-;1;-;2;5;6;1;2;1;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;8;17;27;29;10;1;7;1;4;2;3;1;1;4;17;12;3;5;-;1;1;4;-;3;1;5;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;408
"211020 Santa Rita";-;-;-;-;-;-;1;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;1;2;1;2;-;-;-;-;-;1;-;-;-;-;9;3;4;1;1;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;1;2;1;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;42
"211023 Santana do Maranhão";-;-;-;-;-;-;-;1;1;2;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;-;1;-;-;1;1;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;1;-;-;-;-;-;-;1;-;-;-;-;1;-;1;3;2;1;6;-;-;-;-;-;-;2;11;5;1;1;-;1;3;1;-;-;2;1;4;2;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;72
"211027 Santo Amaro do Maranhão";-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"211030 Santo Antônio dos Lopes";-;-;-;-;6;27;3;7;7;23;2;5;1;1;-;-;3;2;6;9;13;11;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;-;1;-;-;-;-;-;-;1;1;-;1;-;1;2;-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;-;-;1;-;1;1;4;-;5;-;2;-;3;-;2;3;10;5;1;2;-;-;-;-;-;-;2;2;3;9;6;4;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;210
"211040 São Benedito do Rio Preto";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;19;6;20;13;4;-;-;-;11;9;13;30;28;21;8;6;14;4;1;2;-;1;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;221
"211050 São Bento";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13
"211060 São Bernardo";-;-;-;-;-;-;1;7;5;4;-;1;-;-;-;1;1;2;5;4;3;-;10;7;2;5;1;1;2;3;-;1;36;5;9;1;1;4;3;4;1;9;14;25;7;14;2;4;5;1;3;2;3;3;-;3;1;4;4;1;2;2;3;13;3;13;5;5;12;6;-;7;1;-;-;1;3;3;20;68;37;25;8;3;1;-;2;-;-;1;-;7;7;2;3;4;2;2;1;-;1;2;15;11;22;19;8;7;3;2;-;1;-;1;-;-;2;1;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;608
"211065 São Domingos do Azeitão";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;3;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14
"211070 São Domingos do Maranhão";-;-;-;-;-;-;6;6;17;1;1;1;2;-;-;-;-;2;1;2;2;-;-;-;-;-;1;1;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;2;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;-;1;-;1;-;4;3;-;1;1;1;-;-;-;1;-;3;9;1;-;-;-;-;-;-;-;-;-;2;13;21;32;8;2;2;3;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2;4;2;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;175
"211080 São Félix de Balsas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;3;3;3;3;-;2;-;2;1;2;-;3;1;1;-;3;-;4;3;1;2;2;-;-;-;-;1;-;1;1;1;1;-;-;-;-;-;-;1;3;-;2;-;3;1;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;2;16;19;2;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;104
"211085 São Francisco do Brejão";-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;1;1;7;9;10;10;6;4;5;6;3;-;-;1;2;4;2;8;13;4;1;1;2;1;-;4;5;7;10;13;6;3;2;-;1;-;3;9;2;2;4;3;1;4;2;2;2;2;2;-;1;1;5;25;5;5;7;2;1;-;1;2;3;15;18;12;-;-;-;-;-;-;-;-;-;1;5;7;3;1;3;1;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;322
"211090 São Francisco do Maranhão";-;-;-;-;-;-;3;23;9;5;-;-;-;-;-;-;-;1;-;-;-;-;4;-;-;-;-;-;-;1;3;-;3;1;-;-;-;-;-;1;-;3;4;-;2;-;2;-;8;1;1;1;2;-;8;1;3;1;6;7;1;1;-;-;2;1;-;1;3;1;1;1;-;1;1;-;-;1;-;1;2;4;3;1;3;1;-;-;-;1;2;2;3;-;1;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;2;-;-;-;-;-;-;-;-;1;-;2;1;2;2;-;-;1;-;-;1;3;4;4;1;1;7;21;-;1;2;1;3;3;-;-;-;-;-;-;-;-;-;-;-;211
"211100 São João Batista";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;5;-;-;4;1;-;-;-;1;5;-;1;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25
"211102 São João do Carú";-;-;-;-;-;1;-;1;1;-;1;2;-;-;-;-;-;3;6;13;-;-;1;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;10;2;-;1;-;8;2;1;4;5;2;4;-;-;2;-;1;-;-;8;4;3;1;2;1;-;2;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;101
"211105 São João do Paraíso";-;-;-;-;-;-;1;1;1;1;1;-;-;-;-;-;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;5;-;1;-;-;-;-;1;-;-;-;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;3;2;-;-;-;-;-;-;-;3;5;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;5;6;15;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;66
"211107 São João do Soter";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;10;8;1;-;2;1;-;-;-;-;1;4;1;-;2;-;-;-;-;-;1;3;2;8;3;3;-;1;-;1;-;2;1;2;4;17;5;1;6;2;-;-;-;3;7;5;3;6;5;2;1;1;2;-;1;-;2;-;-;-;-;-;-;-;2;-;-;-;-;-;1;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;140
