 Morbidade Hospitalar do SUS - por local de residência - Mato Grosso
Valor total por Município e Ano/mês atendimento
Lista Morb  CID-10: Dengue [dengue clásssico]
Período:Jan/2008-Fev/2021
"Município";"2007/Out";"2007/Nov";"2007/Dez";"2008/Jan";"2008/Fev";"2008/Mar";"2008/Abr";"2008/Mai";"2008/Jun";"2008/Jul";"2008/Ago";"2008/Set";"2008/Out";"2008/Nov";"2008/Dez";"2009/Jan";"2009/Fev";"2009/Mar";"2009/Abr";"2009/Mai";"2009/Jun";"2009/Jul";"2009/Ago";"2009/Set";"2009/Out";"2009/Nov";"2009/Dez";"2010/Jan";"2010/Fev";"2010/Mar";"2010/Abr";"2010/Mai";"2010/Jun";"2010/Jul";"2010/Ago";"2010/Set";"2010/Out";"2010/Nov";"2010/Dez";"2011/Jan";"2011/Fev";"2011/Mar";"2011/Abr";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"2020/Set";"2020/Out";"2020/Nov";"2020/Dez";"2021/Jan";"2021/Fev";"Total"
"510785 São Félix do Araguaia";-;-;-;-;-;1951,20;832,80;-;-;-;261,60;285,60;285,60;-;303,76;-;911,28;-;431,67;303,76;-;-;-;-;-;-;-;2478,08;2470,08;2196,27;319,76;-;-;-;-;-;-;-;919,28;-;-;-;-;-;647,52;-;-;-;-;-;-;733,47;-;303,76;-;607,52;-;-;-;-;-;1199,04;287,76;295,76;583,52;-;303,76;607,52;-;-;-;-;-;-;-;295,76;-;-;355,14;-;-;-;-;-;-;-;-;-;-;-;615,52;303,76;-;-;-;-;-;-;-;-;303,76;599,52;-;295,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;295,76;-;-;-;-;-;-;-;-;-;-;599,52;389,71;-;-;-;1266,39;-;-;-;295,76;-;-;-;-;607,52;-;-;-;-;-;-;-;-;-;-;-;25744,25
"510729 São José do Povo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76
"510730 São José do Rio Claro";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;303,76;287,76;303,76;-;-;-;-;575,52;575,52;2605,84;3629,12;295,76;287,76;287,76;-;-;-;-;-;-;-;-;-;-;-;287,76;287,76;-;-;-;-;-;-;-;-;-;-;287,76;607,52;287,76;-;-;-;-;-;-;287,76;287,76;295,76;-;-;303,76;-;303,76;-;-;-;-;-;-;303,76;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;384,43;-;311,76;-;-;-;-;-;335,76;-;-;287,76;871,28;1734,56;575,52;287,76;575,52;-;-;-;-;-;-;18633,55
"510735 São José do Xingu";-;-;1046,40;3323,20;285,60;840,80;277,60;-;-;-;-;-;-;-;-;-;-;2589,84;2434,79;303,76;575,52;863,28;287,76;287,76;-;-;-;-;599,52;607,52;303,76;607,52;575,52;-;303,76;-;287,76;303,76;-;-;-;-;295,76;-;-;-;-;-;-;-;-;-;-;-;-;-;295,76;-;-;-;-;-;-;-;-;295,76;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;303,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;303,76;-;287,76;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;19063,51
"510710 São José dos Quatro Marcos";-;-;-;-;277,60;261,60;-;261,60;-;-;-;-;-;-;-;-;-;1438,80;311,76;327,76;-;-;-;287,76;943,28;-;903,28;7643,76;11326,64;2645,84;311,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;3812,88;1726,56;1151,04;1438,80;1151,04;-;-;575,52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40,38;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;605,02;-;-;-;-;-;-;287,76;-;-;-;-;-;-;38018,20
"510740 São Pedro da Cipa";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;1151,04;863,28;575,52;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;341,71;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;583,52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;311,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4690,11
"510787 Sapezal";261,60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;327,76;-;-;-;-;927,28;-;-;-;295,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1438,80;919,28;1542,80;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4564,80;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;351,76;599,52;-;-;-;-;287,76;-;-;-;-;-;-;-;-;311,76;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;912,48;890,73;-;575,52;-;-;335,76;-;-;-;-;-;-;15406,65
"510788 Serra Nova Dourada";-;-;-;-;-;-;261,60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;549,36
"510790 Sinop";-;-;-;859,14;1086,40;1070,40;824,80;1094,40;285,60;285,60;261,60;-;-;-;-;287,76;287,76;287,76;3156,32;3929,14;4222,21;2989,60;2757,34;2215,54;1390,00;1454,80;7717,71;8812,32;6684,95;5065,40;903,28;607,52;1301,77;311,76;-;1779,02;-;287,76;1774,97;599,52;583,52;963,99;1462,80;-;319,76;575,52;311,76;303,76;-;287,76;-;7620,30;1493,90;2014,32;287,76;1438,80;2690,35;2095,88;1336,46;287,76;303,76;-;1183,04;863,28;1226,94;3139,70;2364,03;1766,56;2714,02;863,28;1375,52;-;714,15;-;1183,04;751,06;1191,04;2900,85;311,76;295,76;-;-;-;-;-;716,73;2210,43;1522,70;303,76;-;575,52;2429,20;1292,99;-;325,71;287,76;951,28;319,76;1223,24;742,15;911,28;311,76;-;-;-;-;-;-;319,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;602,92;-;-;793,46;-;-;-;-;-;-;-;-;-;-;-;-;515,36;-;-;-;-;3024,63;10012,37;8003,81;3674,43;2517,08;3198,79;1308,66;1438,80;-;-;-;-;-;-;1868,69;163505,13
"510792 Sorriso";-;-;-;-;261,60;-;-;261,60;261,60;-;-;-;-;-;-;-;-;-;-;-;287,76;1932,86;1815,57;1380,27;4525,32;15384,96;14260,19;9638,37;4692,44;1942,29;1790,56;607,52;327,76;-;-;491,20;-;-;-;303,76;287,76;-;-;-;-;-;303,76;-;327,76;303,76;1846,56;2802,71;1846,56;2758,12;965,23;-;925,23;311,76;-;-;615,52;303,76;295,76;-;1516,75;1260,99;1664,40;311,96;335,92;-;-;-;-;-;357,71;-;287,76;-;303,76;-;-;-;287,76;-;417,20;311,76;-;-;-;287,76;-;-;3742,85;1292,99;-;349,71;-;-;295,76;287,76;295,76;-;-;623,52;-;-;-;701,07;919,28;-;-;-;-;-;-;319,76;-;-;-;-;-;-;-;-;-;327,76;287,76;-;-;-;-;-;-;-;-;-;287,76;-;-;311,76;-;-;-;-;-;-;-;751,33;1004,34;754,59;-;3336,92;1588,31;642,98;-;709,43;1225,53;599,52;1558,44;3571,24;1777,68;108967,42
"510794 Tabaporã";-;-;-;-;-;-;-;-;-;-;-;-;261,60;-;-;-;-;-;-;-;-;-;-;-;-;287,76;2909,60;3860,36;1290,04;1151,04;303,76;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;287,76;303,76;303,76;-;-;-;-;-;-;287,76;287,76;287,76;-;1052,95;583,52;-;-;-;-;-;-;-;287,76;-;287,76;-;-;-;-;-;-;-;287,76;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;296,76;-;287,76;575,52;863,28;-;575,52;287,76;-;287,76;-;-;-;-;-;-;18647,87
"510795 Tangará da Serra";-;261,60;-;-;-;-;-;-;-;-;-;-;287,76;-;287,76;-;1432,90;2707,79;9472,68;18903,91;9468,74;575,52;-;-;-;-;2438,20;3876,88;3277,36;8081,03;2078,32;880,28;895,28;-;385,89;287,76;-;576,52;303,76;-;-;-;-;-;-;303,76;311,76;-;848,37;697,92;303,76;607,52;935,28;1320,16;3411,31;6729,65;599,52;575,52;-;287,76;-;735,76;1276,99;2941,60;1664,93;1199,04;863,28;1007,98;1247,04;-;-;-;287,76;-;-;287,76;-;-;863,28;-;287,76;-;-;-;-;-;311,76;-;287,76;879,28;591,52;927,28;-;591,52;575,52;-;287,76;335,76;287,76;-;575,52;-;-;-;-;-;-;-;-;-;-;-;599,52;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;349,91;343,03;1191,04;1478,80;685,47;295,76;-;-;583,52;-;1782,56;3022,94;2151,88;-;615,52;-;-;304,15;295,76;-;-;-;287,76;-;116002,23
"510800 Tapurah";-;-;-;-;-;-;359,04;-;-;-;-;-;-;-;-;-;-;-;1151,04;1151,04;1151,04;615,52;-;-;-;-;591,52;2653,84;3181,36;2941,60;2229,91;3021,80;1534,80;575,52;575,52;-;287,76;-;287,76;863,28;287,76;1159,04;-;599,52;287,76;-;287,76;287,76;-;-;287,76;575,52;863,28;1438,80;863,28;879,28;1151,04;575,52;-;-;287,76;-;-;583,52;288,76;287,76;-;-;-;575,52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;607,52;-;-;863,28;-;575,52;903,28;-;1726,56;2078,32;4380,40;2302,08;1438,80;287,76;-;311,76;-;287,76;583,52;879,28;575,52;-;287,76;287,76;575,52;-;-;-;-;-;-;287,76;-;287,76;-;287,76;-;-;-;-;-;-;287,76;575,52;-;287,76;-;895,28;863,28;-;-;307,82;948,42;319,76;863,28;2549,49;1438,80;2646,64;3876,88;4162,79;2820,61;575,52;-;733,43;-;-;-;-;-;-;-;78996,23
"510805 Terra Nova do Norte";-;-;-;1585,60;1046,40;824,80;2148,80;-;-;-;-;-;-;-;-;-;-;-;287,76;591,52;311,76;-;-;-;-;-;-;1167,04;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;287,76;-;575,52;287,76;-;-;-;-;287,76;575,52;895,28;303,76;287,76;287,76;-;287,76;-;-;-;-;-;-;-;-;575,52;-;-;-;-;-;-;-;-;-;-;312,93;-;-;-;295,76;-;-;287,76;575,52;295,76;1475,00;575,52;-;287,76;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;611,52;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;575,52;-;-;599,52;-;-;-;288,76;1159,04;287,76;1762,56;579,52;1167,04;607,52;-;-;-;-;-;311,76;-;-;25535,65
"510810 Tesouro";-;-;-;-;-;-;555,20;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;287,76;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;1151,04;863,28;1199,04;303,76;591,52;-;-;-;575,52;-;1151,04;1151,04;575,52;287,76;-;-;-;-;-;-;-;-;-;-;-;303,76;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;599,52;-;-;287,76;575,52;-;-;-;-;-;-;-;-;12185,60
"510820 Torixoréu";-;-;-;-;-;261,60;-;-;-;-;-;-;-;-;-;575,52;-;-;-;-;-;-;-;-;-;287,76;-;1454,80;-;879,28;287,76;-;-;-;-;-;-;-;-;1199,04;1191,04;1199,04;2318,08;287,76;607,52;-;287,76;-;287,76;303,76;-;-;-;863,28;1862,56;-;863,28;575,52;3293,36;287,76;-;591,52;311,76;1454,80;879,28;1462,80;-;287,76;303,76;287,76;-;-;303,76;311,76;615,52;-;303,76;1231,04;919,28;935,28;-;-;-;927,28;-;615,52;1223,04;2150,32;2166,32;2142,32;303,76;2134,32;-;-;-;-;-;303,76;303,76;1518,80;919,28;1814,56;607,52;303,76;-;-;-;303,76;615,52;631,52;303,76;-;303,76;591,52;1223,04;303,76;-;303,76;927,28;615,52;919,28;919,28;-;2134,32;1510,80;1207,04;1207,04;-;-;-;319,76;-;-;607,52;-;919,28;303,76;607,52;1191,04;2134,32;1215,04;935,28;1207,04;-;287,76;-;303,76;1183,04;911,28;-;607,52;-;311,76;-;-;-;591,52;303,76;295,76;-;-;75066,08
"510830 União do Sul";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;303,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;591,52
"510835 Vale de São Domingos";-;-;-;-;-;-;293,60;-;-;-;-;-;-;261,60;-;-;-;-;287,76;-;287,76;287,76;287,76;-;575,52;-;-;575,52;591,52;287,76;575,52;-;-;-;575,52;-;-;287,76;-;287,76;-;863,28;-;-;-;-;-;-;-;287,76;-;-;-;-;575,52;-;287,76;-;-;-;-;-;-;-;-;287,76;-;591,52;-;-;-;-;-;287,76;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;575,52;287,76;-;-;-;-;-;-;-;-;-;-;-;10371,04
"510840 Várzea Grande";333,11;396,35;1047,04;2296,62;733,38;837,11;1471,25;261,60;-;-;353,15;-;303,76;319,76;548,74;1716,96;11462,39;35735,62;115734,69;82795,22;40578,10;21126,74;15519,89;10918,68;12727,25;37738,00;71257,68;55552,37;45608,05;19839,99;6696,41;2798,59;2188,54;2888,86;1889,64;4550,58;792,72;3213,36;3193,42;5834,52;1470,80;3405,24;2956,00;677,86;1915,38;364,50;383,70;863,28;623,52;1167,91;3006,03;6710,23;31247,12;34828,69;26278,73;8871,60;2888,25;1175,04;354,90;996,02;3757,30;930,42;1362,12;1755,36;1747,19;6415,87;3476,17;1478,77;647,52;2606,37;-;-;1012,02;2067,58;405,61;1372,74;311,76;287,76;1074,36;575,52;311,76;796,39;-;-;-;971,57;612,66;575,52;1035,96;940,02;3509,85;1774,56;1649,78;950,40;2275,30;730,47;-;-;911,69;2171,00;1438,88;570,34;470,24;470,24;-;383,70;-;383,70;-;1290,71;1135,42;1709,21;730,47;2684,80;1249,45;374,10;402,90;-;-;303,76;-;-;1131,90;748,20;2014,72;-;287,76;-;1165,49;-;484,38;-;-;2531,55;-;-;364,50;1633,20;-;-;-;-;-;-;-;393,30;-;4352,14;1071,90;1077,56;1067,76;2961,37;695,46;410,04;-;374,10;-;364,50;-;-;364,50;839038,56
"510850 Vera";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;1151,04;391,14;365,71;895,28;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;303,76;-;-;-;-;-;319,76;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;311,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;861,02;-;-;-;-;-;-;-;-;-;372,70;311,76;-;-;-;1003,38;-;-;-;-;-;303,76;2262,24;1401,05;287,76;-;-;-;-;-;-;432,17;-;336,16;12461,49
"510550 Vila Bela da Santíssima Trindade";-;-;261,60;523,20;523,20;6072,80;784,80;-;-;-;547,20;-;-;-;-;-;-;2014,32;903,28;575,52;287,76;287,76;-;591,52;-;863,28;8848,80;6210,96;5041,87;1151,04;887,28;-;-;-;-;287,76;287,76;-;887,28;-;-;-;-;-;-;-;-;-;-;-;1726,56;1726,56;1199,04;307,82;287,76;1199,04;575,52;1462,80;-;575,52;-;-;933,63;11094,88;6744,43;7346,00;4340,40;2302,08;287,76;-;-;287,76;-;-;-;303,76;-;-;-;490,15;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1152,45;-;-;-;1151,04;575,52;1726,56;287,76;863,28;-;-;-;575,52;287,76;863,28;-;-;-;575,52;575,52;575,52;1151,04;287,76;-;-;-;575,52;287,76;287,76;1151,04;3453,12;1726,56;287,76;287,76;-;-;-;287,76;-;-;-;-;-;100311,79
"510860 Vila Rica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;287,76;575,52;-;863,28;-;-;-;-;-;591,52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;3181,36
"Total";1910,71;2487,90;8827,65;32207,51;32903,20;37973,86;36530,04;17537,99;12609,35;4471,20;2493,95;3002,10;3857,10;4633,36;8118,88;15286,11;37495,37;110077,64;265922,17;275643,32;132132,59;67280,12;48534,71;48424,23;78400,87;182447,35;343309,76;415558,05;300917,93;209926,61;88457,85;47090,04;29734,12;20729,86;14627,12;16286,67;12460,65;28888,88;56215,18;62075,98;27395,20;33493,73;33083,34;20002,49;11355,70;6502,17;5939,14;13324,40;16407,90;27021,19;41856,50;69172,68;121345,16;147475,52;143861,38;94051,70;71356,58;46175,98;34884,31;21332,39;33978,02;47270,05;63778,50;119485,79;109827,56;82936,69;69130,85;39129,35;23601,19;17679,79;14227,14;11136,50;13371,05;18050,69;15641,51;15169,85;19024,07;23492,91;20309,48;18760,47;9738,42;8835,91;5776,71;4166,73;10845,61;10502,63;14319,24;13675,12;20570,22;26145,53;42282,23;56893,20;37753,22;17364,03;15159,74;7251,18;7297,30;11445,44;36642,34;55442,40;53033,17;29609,55;19655,37;10886,96;4078,09;3418,25;2148,67;5385,50;7705,76;11232,24;10753,19;13351,05;35878,39;18229,88;16476,98;7636,64;8474,10;5846,69;7505,41;6978,43;4420,40;4289,59;5450,60;18612,46;25164,94;16704,36;11723,84;10881,72;8765,10;5147,87;3949,42;2642,54;4861,46;6750,85;7388,19;15772,48;20728,33;27608,76;20522,57;35042,29;23799,14;11968,48;10008,32;9300,30;10314,90;14968,15;33879,32;86810,89;99822,69;100546,51;60655,27;50346,01;29447,71;14293,39;7862,74;5333,46;7631,13;6605,41;5783,16;13290,59;13324,55;6442338,31
 Fonte: Ministério da Saúde - Sistema de Informações Hospitalares do SUS (SIH/SUS)
 Notas:
 
 Situação da base de dados nacional em 29/04/2016.
 Dados de janeiro de 2015 até março de 2016 sujeitos a retificação.
 
 Consulte o site da Secretaria Estadual de Saúde para mais informações.
