DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Brasil
Casos Prováveis por Município infecção e Mês 1º Sintoma(s)
Período:2016
"Município infecção";"Ign/Em Branco";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"210120 Bacabal";-;3;7;22;112;43;3;1;-;-;-;-;-;191
"210125 Bacabeira";-;1;1;2;-;1;-;2;-;-;-;-;-;7
"210140 Balsas";-;1;3;126;1002;176;9;-;-;1;1;2;1;1322
"210150 Barão de Grajaú";-;1;-;1;2;3;5;-;-;-;-;-;-;12
"210160 Barra do Corda";-;226;14;2;1;-;-;-;-;-;-;-;12;255
"210170 Barreirinhas";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"210177 Bela Vista do Maranhão";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"210173 Belágua";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"210193 Bernardo do Mearim";-;-;-;-;1;-;1;-;-;-;-;-;-;2
"210200 Bom Jardim";-;4;6;6;11;21;14;5;7;4;6;3;2;89
"210203 Bom Jesus das Selvas";-;1;64;387;38;-;-;-;-;-;-;-;-;490
"210210 Brejo";-;-;-;12;-;-;-;-;-;-;-;-;-;12
"210230 Buriti Bravo";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"210232 Buriticupu";-;-;3;-;-;1;-;-;-;-;-;-;-;4
"210237 Cachoeira Grande";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"210270 Cantanhede";-;-;24;2;-;-;-;-;-;-;-;2;2;30
"210280 Carolina";-;1;11;11;7;17;16;-;-;-;-;1;-;64
"210300 Caxias";-;1;47;158;151;86;4;-;1;-;1;1;-;450
"210315 Centro do Guilherme";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"210320 Chapadinha";-;-;3;-;-;-;-;-;-;-;-;-;-;3
"210325 Cidelândia";-;-;3;1;-;-;-;-;-;-;-;-;-;4
"210330 Codó";-;-;-;1;1;2;2;-;-;-;-;-;-;6
"210340 Coelho Neto";-;1;7;6;51;88;-;-;1;-;1;-;-;155
"210360 Coroatá";-;-;4;1;4;2;-;-;-;-;-;-;-;11
"210370 Cururupu";-;416;2;1;-;-;-;-;1;-;1;1;7;429
"210375 Davinópolis";-;-;-;2;1;3;-;-;-;-;-;-;-;6
"210380 Dom Pedro";-;1;-;-;1;-;-;-;-;-;-;-;-;2
"210390 Duque Bacelar";-;1;-;2;-;1;-;-;-;-;-;-;-;4
"210400 Esperantinópolis";-;-;1;8;8;2;-;-;-;-;-;-;-;19
"210405 Estreito";-;-;-;4;3;-;-;-;-;-;-;-;-;7
"210407 Feira Nova do Maranhão";-;1;1;7;7;-;-;-;-;-;-;-;-;16
"210408 Fernando Falcão";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"210409 Formosa da Serra Negra";-;-;2;-;2;4;-;-;-;-;-;-;-;8
"210410 Fortaleza dos Nogueiras";-;5;9;3;2;-;-;-;1;-;-;-;-;20
"210420 Fortuna";-;-;1;3;17;6;6;2;-;-;-;-;1;36
"210455 Governador Edison Lobão";-;2;15;12;7;11;3;-;-;-;-;-;-;50
"210465 Governador Newton Bello";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"210467 Governador Nunes Freire";-;1;-;5;151;4;-;-;-;-;-;-;1;162
"210470 Graça Aranha";-;-;-;-;1;1;-;-;-;-;-;-;-;2
"210480 Grajaú";-;-;13;8;60;2;-;-;-;-;-;-;-;83
"210510 Icatu";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"210515 Igarapé do Meio";-;-;1;1;-;-;-;-;-;-;-;-;-;2
"210530 Imperatriz";-;13;81;200;147;42;20;4;5;1;1;3;2;519
"210535 Itaipava do Grajaú";-;2;45;48;30;3;-;1;-;-;-;-;-;129
"210540 Itapecuru Mirim";-;-;1;3;-;-;1;-;-;-;-;-;-;5
"210542 Itinga do Maranhão";-;-;1;-;1;-;-;-;-;-;-;-;-;2
"210547 Jenipapo dos Vieiras";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"210550 João Lisboa";-;-;5;123;76;-;-;-;-;-;-;-;-;204
"210560 Joselândia";-;-;-;-;-;1;-;-;1;-;-;-;-;2
"210565 Junco do Maranhão";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"210570 Lago da Pedra";-;-;-;2;1;6;1;-;-;-;-;-;-;10
"210594 Lago dos Rodrigues";-;-;-;3;9;-;-;-;-;-;-;-;-;12
"210590 Lago Verde";-;-;-;-;2;-;-;-;-;-;-;-;-;2
"210598 Lajeado Novo";-;1;-;3;1;-;-;-;-;-;-;-;-;5
"210600 Lima Campos";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"210637 Maranhãozinho";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"210650 Matinha";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"210660 Matões";-;-;-;-;-;2;-;-;-;-;-;-;-;2
"210663 Matões do Norte";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"210670 Mirador";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"210690 Monção";-;-;-;-;1;-;1;-;-;-;-;-;-;2
"210720 Nina Rodrigues";-;-;2;-;-;-;-;-;-;-;-;-;-;2
"210725 Nova Colinas";-;-;-;-;-;1;1;-;-;-;-;-;-;2
"210730 Nova Iorque";-;-;-;1;-;2;4;1;-;-;-;-;-;8
"210735 Nova Olinda do Maranhão";-;-;52;48;16;-;-;-;-;-;-;-;-;116
"210740 Olho d'Água das Cunhãs";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"210745 Olinda Nova do Maranhão";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"210750 Paço do Lumiar";-;1;2;25;57;15;9;1;2;2;-;2;1;117
"210790 Passagem Franca";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"210800 Pastos Bons";-;-;-;-;-;2;-;-;1;-;-;-;-;3
"210805 Paulino Neves";-;-;-;1;1;-;-;-;-;-;-;-;-;2
"210820 Pedreiras";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"210845 Peritoró";-;2;-;2;-;5;2;1;-;-;-;-;-;12
"210850 Pindaré-Mirim";-;3;3;2;2;-;-;-;-;-;-;-;-;10
"210860 Pinheiro";-;-;-;-;-;-;1;-;-;-;1;-;-;2
"210870 Pio XII";-;1;-;-;-;-;1;-;-;-;-;-;-;2
"210890 Poção de Pedras";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"210900 Porto Franco";-;7;3;1;4;1;1;-;-;-;-;-;-;17
"210905 Porto Rico do Maranhão";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"210910 Presidente Dutra";-;-;29;26;10;-;-;1;-;-;1;-;-;67
"210930 Presidente Vargas";-;-;7;-;1;-;-;-;-;-;-;-;-;8
"210945 Raposa";-;-;-;-;5;-;-;1;1;-;-;-;-;7
"210950 Riachão";-;4;20;11;17;12;12;8;5;1;-;-;1;91
"210955 Ribamar Fiquene";-;-;1;-;-;1;-;-;-;-;-;-;-;2
"210960 Rosário";-;-;9;61;-;6;15;-;-;-;-;-;-;91
"210975 Santa Filomena do Maranhão";-;-;-;1;2;-;-;-;-;-;-;-;-;3
"210980 Santa Helena";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"210990 Santa Inês";-;3;1;2;-;1;1;-;-;-;-;-;-;8
"211000 Santa Luzia";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"211010 Santa Quitéria do Maranhão";-;2;10;2;3;-;-;-;-;-;-;-;-;17
"211020 Santa Rita";-;-;10;1;1;1;1;-;-;-;-;-;1;15
"211023 Santana do Maranhão";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"211050 São Bento";-;-;1;-;-;-;2;-;-;-;-;-;-;3
"211070 São Domingos do Maranhão";-;-;-;15;1;1;-;-;-;-;-;-;-;17
"211085 São Francisco do Brejão";-;-;6;32;-;-;-;-;-;-;-;-;-;38
"211105 São João do Paraíso";-;2;31;21;2;-;-;-;-;-;-;-;-;56
"211107 São João do Soter";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"211120 São José de Ribamar";-;24;50;96;267;169;43;6;3;1;-;1;1;661
"211130 São Luís";-;19;98;869;940;377;98;33;60;26;6;35;23;2584
"211150 São Mateus do Maranhão";-;-;-;2;1;1;-;-;-;-;-;-;-;4
"211153 São Pedro da Água Branca";-;4;10;16;160;77;2;-;-;-;-;-;-;269
"211160 São Raimundo das Mangabeiras";-;-;4;4;-;1;6;9;-;-;-;-;-;24
"211172 Satubinha";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"211174 Senador Alexandre Costa";-;2;2;26;-;1;-;-;-;-;-;-;-;31
"211176 Senador La Rocque";-;-;-;2;-;-;-;-;-;-;-;-;-;2
"211180 Sítio Novo";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"211200 Tasso Fragoso";-;34;38;13;3;-;-;-;-;-;-;-;2;90
"211220 Timon";-;4;-;4;12;4;-;-;-;-;-;-;-;24
"211223 Trizidela do Vale";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"211227 Tufilândia";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"211230 Tuntum";-;-;2;21;16;1;1;-;-;-;-;-;-;41
"211240 Turiaçu";-;1;32;18;7;13;-;-;-;-;-;-;-;71
"211250 Tutóia";-;-;-;3;4;4;1;1;-;-;-;-;-;13
"211260 Urbano Santos";-;1;20;79;75;7;-;-;-;-;1;-;1;184
"211270 Vargem Grande";-;1;1;-;-;-;-;-;-;-;-;-;-;2
"211280 Viana";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"211290 Vitória do Mearim";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"211300 Vitorino Freire";-;-;-;2;-;-;-;-;-;-;-;-;-;2
"211400 Zé Doca";-;12;29;157;219;28;9;-;-;-;-;-;-;454
"220025 Alagoinha do Piauí";-;-;1;4;7;1;-;-;-;-;-;-;-;13
"220030 Alto Longá";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"220040 Altos";-;2;-;1;5;2;5;6;2;3;1;-;-;27
"220050 Amarante";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"220060 Angical do Piauí";-;-;-;1;1;1;-;-;-;-;-;-;-;3
"220080 Antônio Almeida";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"220105 Assunção do Piauí";-;-;-;-;-;-;2;-;-;-;-;-;-;2
"220120 Barras";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"220140 Barro Duro";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"220150 Batalha";-;-;2;1;5;11;2;-;-;-;-;-;-;21
"220160 Beneditinos";-;-;-;-;-;2;-;-;-;-;-;-;-;2
"220190 Bom Jesus";-;-;2;1;2;-;1;-;-;-;-;-;-;6
"220194 Boqueirão do Piauí";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"220196 Brasileira";-;-;-;1;1;3;1;-;1;-;-;-;-;7
"220200 Buriti dos Lopes";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"220202 Buriti dos Montes";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"220208 Cajueiro da Praia";-;-;-;-;-;-;3;-;-;-;-;-;-;3
"220209 Caldeirão Grande do Piauí";-;-;-;2;11;-;-;-;-;-;-;-;-;13
"220213 Campo Grande do Piauí";-;-;-;-;1;-;-;1;-;-;-;-;-;2
"220220 Campo Maior";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"220240 Capitão de Campos";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"220270 Cocal";-;-;-;-;1;1;-;-;-;-;-;-;-;2
"220273 Coivaras";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"220290 Corrente";-;-;-;-;2;-;-;-;-;-;-;-;-;2
"220310 Cristino Castro";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"220330 Demerval Lobão";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"220340 Dom Expedito Lopes";-;-;1;-;1;-;-;-;-;-;-;-;-;2
"220345 Dom Inocêncio";-;-;-;9;-;-;-;-;-;-;-;-;-;9
"220360 Eliseu Martins";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"220380 Flores do Piauí";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"220390 Floriano";-;-;-;1;7;7;6;-;-;-;-;-;-;21
"220415 Francisco Macedo";-;1;-;-;1;-;-;-;-;-;-;-;-;2
"220435 Geminiano";-;-;-;-;3;3;-;-;-;-;-;-;-;6
"220470 Inhuma";-;-;3;1;-;2;1;-;-;-;-;-;-;7
"220550 José de Freitas";-;-;1;1;1;-;-;-;-;-;-;-;-;3
"220553 Jurema";-;-;-;-;3;-;-;-;-;-;-;-;-;3
"220557 Lagoa de São Francisco";-;4;14;14;6;-;-;1;-;-;-;-;-;39
"220554 Lagoinha do Piauí";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"220560 Landri Sales";-;-;-;2;-;-;-;-;-;-;-;-;-;2
"220570 Luís Correia";-;-;-;1;1;-;-;-;-;-;-;-;-;2
"220595 Marcolândia";-;-;-;9;5;-;-;-;-;-;-;-;-;14
"220605 Massapê do Piauí";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"220610 Matias Olímpio";-;-;-;-;1;1;-;-;-;-;-;-;-;2
"220620 Miguel Alves";-;-;-;-;2;-;1;-;-;1;-;-;-;4
"220630 Miguel Leão";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"220640 Monsenhor Gil";-;1;6;4;1;-;-;-;-;-;-;-;-;12
"220650 Monsenhor Hipólito";-;-;-;2;1;1;-;-;-;-;-;-;-;4
"220670 Nazaré do Piauí";-;-;-;-;-;-;-;-;-;-;-;-;1;1
"220675 Nossa Senhora de Nazaré";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"220680 Nossa Senhora dos Remédios";-;-;1;7;2;1;-;-;-;-;-;-;-;11
"220695 Novo Santo Antônio";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"220700 Oeiras";-;4;-;2;-;1;2;1;1;-;-;-;-;11
"220740 Palmeira do Piauí";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"220760 Parnaguá";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"220770 Parnaíba";-;1;-;1;21;11;2;1;1;1;-;-;-;39
"220780 Paulistana";-;1;-;-;2;-;-;-;-;1;-;-;-;4
"220790 Pedro II";-;-;4;6;1;-;1;-;-;-;-;-;-;12
"220800 Picos";-;5;3;21;25;8;2;1;-;2;2;-;3;72
"220810 Pimenteiras";-;-;1;5;2;-;-;-;-;-;-;-;-;8
"220820 Pio IX";-;-;-;1;-;1;-;-;-;-;-;-;-;2
"220830 Piracuruca";-;1;-;-;1;1;-;1;-;-;1;-;-;5
"220840 Piripiri";-;-;-;-;2;2;2;1;1;1;-;-;-;9
"220850 Porto";-;-;-;1;-;-;1;-;-;-;-;-;-;2
"220855 Porto Alegre do Piauí";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"220880 Regeneração";-;-;-;1;2;2;-;1;-;-;-;-;-;6
"220890 Ribeiro Gonçalves";-;-;2;3;2;-;-;1;-;-;-;-;-;8
"220900 Rio Grande do Piauí";-;1;1;1;-;-;-;-;-;-;-;-;-;3
"220970 São Francisco do Piauí";-;-;-;-;-;-;-;2;-;-;-;-;-;2
"220987 São João da Fronteira";-;-;-;-;-;2;-;-;-;-;-;-;-;2
"220995 São João da Varjota";-;-;3;-;-;-;-;-;-;-;-;-;-;3
"220997 São João do Arraial";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"221010 São José do Peixe";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"221030 São Julião";-;-;-;-;-;-;2;-;-;-;-;-;-;2
"221037 São Luis do Piauí";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"221040 São Miguel do Tapuio";-;-;1;-;-;-;4;2;-;-;-;-;-;7
"221050 São Pedro do Piauí";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"221060 São Raimundo Nonato";-;1;1;1;-;-;-;1;-;-;-;-;-;4
"221070 Simões";-;-;-;-;2;1;-;-;-;-;-;-;-;3
"221080 Simplício Mendes";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"221093 Sussuapara";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"221100 Teresina";-;200;166;280;544;457;184;92;61;23;60;37;70;2174
"221110 União";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"221120 Uruçuí";-;2;14;8;1;2;2;1;-;-;1;-;-;31
"221130 Valença do Piauí";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"230010 Abaiara";-;-;-;-;1;1;-;-;-;-;-;-;-;2
"230015 Acarape";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"230020 Acaraú";-;-;-;-;1;1;-;-;-;-;-;-;-;2
"230030 Acopiara";-;-;1;-;-;3;1;3;-;-;-;-;-;8
"230040 Aiuaba";-;1;-;1;-;-;-;-;-;-;-;-;-;2
"230050 Alcântaras";-;1;4;2;1;-;1;-;-;-;1;-;-;10
"230060 Altaneira";-;-;-;2;-;2;8;-;-;-;-;-;-;12
"230070 Alto Santo";-;-;-;-;1;-;4;-;2;3;3;29;9;51
"230075 Amontada";-;-;-;-;1;-;1;-;-;-;-;-;-;2
"230090 Apuiarés";-;-;23;4;1;6;-;-;-;-;-;-;1;35
"230100 Aquiraz";-;1;2;2;-;-;-;-;-;-;-;-;-;5
"230110 Aracati";-;3;3;9;4;6;8;9;2;-;-;-;2;46
"230120 Aracoiaba";-;-;4;1;-;3;-;-;-;-;-;-;1;9
"230125 Ararendá";-;2;1;-;43;22;-;-;-;-;-;-;-;68
"230130 Araripe";-;1;12;12;26;2;-;1;-;-;-;-;-;54
"230140 Aratuba";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"230150 Arneiroz";-;4;3;2;-;1;-;-;-;-;1;-;-;11
"230160 Assaré";-;-;1;13;3;1;-;-;-;-;-;-;-;18
"230170 Aurora";-;-;-;1;-;-;-;-;-;-;-;-;1;2
"230180 Baixio";-;15;14;13;3;-;-;-;-;-;-;-;-;45
"230190 Barbalha";-;-;2;11;29;13;4;-;-;-;-;-;1;60
"230200 Barro";-;-;-;5;3;-;-;-;-;-;-;-;-;8
"230205 Barroquinha";-;1;50;63;2;-;-;-;-;-;-;-;-;116
"230210 Baturité";-;3;-;-;-;2;-;1;1;-;1;-;1;9
"230220 Beberibe";-;1;-;1;5;-;2;1;-;-;-;1;3;14
"230230 Bela Cruz";-;-;-;-;3;2;3;10;3;5;3;-;-;29
"230240 Boa Viagem";-;-;3;1;2;28;-;1;-;-;-;-;-;35
"230250 Brejo Santo";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"230260 Camocim";-;-;3;3;12;12;7;1;-;3;-;10;2;53
"230270 Campos Sales";-;-;4;24;52;19;7;1;-;-;-;-;-;107
"230280 Canindé";-;4;34;-;2;-;1;-;1;-;-;-;-;42
"230290 Capistrano";-;-;3;62;160;11;-;-;-;-;-;-;1;237
"230300 Caridade";-;-;-;-;-;1;-;1;-;-;-;-;-;2
"230310 Cariré";-;-;-;2;3;2;1;3;-;-;-;-;-;11
"230320 Caririaçu";-;1;-;-;-;2;1;-;-;-;-;-;-;4
"230350 Cascavel";-;2;1;2;1;-;-;-;-;-;-;-;2;8
"230360 Catarina";-;30;94;51;25;16;12;4;3;1;-;-;2;238
"230365 Catunda";-;-;-;1;4;-;-;-;-;-;-;-;-;5
"230370 Caucaia";-;2;6;5;3;11;20;10;15;5;7;3;7;94
"230380 Cedro";-;-;-;1;1;1;-;-;-;-;-;-;-;3
"230390 Chaval";-;1;-;1;1;-;-;-;-;-;-;-;-;3
"230400 Coreaú";-;15;66;43;25;18;47;20;4;-;-;-;-;238
"230410 Crateús";-;9;17;18;39;63;12;3;-;3;1;-;1;166
"230420 Crato";-;6;34;115;267;2;4;-;1;-;-;1;2;432
"230425 Cruz";-;-;-;-;-;-;1;-;1;-;-;1;-;3
"230428 Eusébio";-;1;3;2;-;-;-;-;-;-;-;-;-;6
"230430 Farias Brito";-;-;-;3;-;-;-;1;1;-;-;-;-;5
"230435 Forquilha";-;30;20;3;17;3;2;-;-;-;-;-;12;87
"230440 Fortaleza";-;170;361;419;1078;1991;926;1309;584;296;195;176;165;7670
"230445 Fortim";-;2;-;-;2;-;-;-;-;-;-;-;-;4
"230450 Frecheirinha";-;-;-;-;-;-;3;-;-;-;-;-;1;4
"230460 General Sampaio";-;-;-;-;-;2;-;-;-;-;-;1;-;3
"230465 Graça";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"230470 Granja";-;-;1;-;-;1;3;-;-;-;-;-;1;6
"230490 Groaíras";-;1;-;-;2;-;2;1;-;-;-;-;-;6
"230495 Guaiúba";-;-;-;-;1;-;2;3;-;-;-;-;-;6
"230500 Guaraciaba do Norte";-;13;-;5;-;-;3;-;-;-;-;-;3;24
"230520 Hidrolândia";-;-;1;3;-;-;-;-;-;-;-;-;-;4
"230523 Horizonte";-;-;-;1;1;3;1;-;-;-;-;-;-;6
"230526 Ibaretama";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"230533 Ibicuitinga";-;-;-;-;-;3;-;-;-;-;-;-;-;3
"230535 Icapuí";-;-;-;3;2;8;1;-;-;-;-;-;-;14
"230540 Icó";-;84;514;460;193;98;18;19;82;16;6;9;-;1499
"230550 Iguatu";-;3;1;3;4;27;19;50;2;-;-;-;-;109
"230560 Independência";-;1;-;-;-;2;-;1;-;-;1;1;-;6
"230570 Ipaumirim";-;-;2;24;11;12;3;4;3;-;-;-;-;59
"230580 Ipu";-;17;10;8;11;43;6;2;1;-;-;-;2;100
"230590 Ipueiras";-;-;1;2;2;2;3;-;-;-;-;-;-;10
"230600 Iracema";-;-;-;-;1;-;1;-;-;1;9;312;115;439
"230610 Irauçuba";-;-;1;2;-;2;20;10;5;1;-;-;-;41
"230625 Itaitinga";-;2;4;6;11;-;1;-;-;1;-;1;-;26
"230630 Itapagé";-;-;1;-;-;4;6;1;-;-;1;-;-;13
"230640 Itapipoca";-;8;13;20;34;39;27;11;4;1;2;-;-;159
"230650 Itapiúna";-;-;1;2;39;1;-;-;1;1;-;-;-;45
"230660 Itatira";-;7;13;14;-;-;-;-;-;-;-;-;-;34
"230670 Jaguaretama";-;2;3;1;-;3;50;62;52;27;26;1;3;230
"230680 Jaguaribara";-;2;1;-;-;-;-;-;-;1;37;12;-;53
"230700 Jaguaruana";-;1;1;-;-;1;-;-;-;-;-;-;1;4
"230710 Jardim";-;2;2;4;8;-;1;2;1;-;-;-;-;20
"230720 Jati";-;1;2;5;10;7;-;-;-;-;-;-;-;25
"230725 Jijoca de Jericoacoara";-;-;2;18;48;22;39;6;5;1;-;-;-;141
"230730 Juazeiro do Norte";-;7;7;7;7;6;1;1;-;-;1;-;-;37
"230750 Lavras da Mangabeira";-;-;-;11;77;26;8;2;-;-;-;-;-;124
"230760 Limoeiro do Norte";-;1;-;4;2;-;4;-;2;2;2;2;-;19
"230763 Madalena";-;1;-;-;-;-;2;-;-;-;-;-;-;3
"230765 Maracanaú";-;1;1;-;6;6;9;7;12;2;5;2;4;55
"230770 Maranguape";-;2;4;11;19;18;14;7;6;6;1;3;1;92
"230780 Marco";-;5;8;88;35;9;1;-;1;-;-;-;-;147
"230790 Martinópole";-;-;-;-;1;1;10;32;5;3;3;-;-;55
"230800 Massapê";-;-;1;4;1;3;22;9;10;-;-;-;-;50
"230810 Mauriti";-;9;6;19;17;18;19;5;-;2;6;4;-;105
"230820 Meruoca";-;2;1;1;3;-;1;2;1;-;-;-;2;13
"230830 Milagres";-;-;15;25;11;13;3;-;-;-;-;-;6;73
"230835 Milhã";-;-;1;-;-;2;12;5;1;-;-;-;-;21
"230837 Miraíma";-;1;-;-;-;-;-;-;-;1;-;-;-;2
"230840 Missão Velha";-;1;-;-;2;-;1;1;-;-;-;1;-;6
"230850 Mombaça";-;-;5;8;21;37;12;12;2;1;2;-;-;100
"230860 Monsenhor Tabosa";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"230870 Morada Nova";-;-;-;-;1;-;-;-;-;-;-;-;1;2
"230880 Moraújo";-;-;1;-;1;-;-;-;-;-;-;-;-;2
"230890 Morrinhos";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"230900 Mucambo";-;1;2;6;12;11;2;7;2;-;-;-;-;43
"230910 Mulungu";-;-;-;-;-;-;-;1;-;-;-;-;1;2
"230920 Nova Olinda";-;-;-;-;1;-;-;-;1;-;-;-;-;2
"230930 Nova Russas";-;22;15;161;494;38;7;-;-;-;-;1;1;739
"230940 Novo Oriente";-;-;-;-;-;2;-;-;-;-;-;-;-;2
"230950 Orós";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"230960 Pacajus";-;1;1;-;-;-;-;1;2;-;-;-;2;7
"230970 Pacatuba";-;-;-;-;-;1;8;7;-;-;-;-;-;16
"230980 Pacoti";-;23;32;12;4;-;3;3;-;-;-;-;-;77
"230990 Pacujá";-;-;1;-;-;-;4;8;5;2;1;-;-;21
"231000 Palhano";-;1;5;-;-;-;2;2;2;-;-;1;-;13
"231025 Paraipaba";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"231030 Parambu";-;7;5;8;4;5;3;4;-;1;-;-;-;37
"231050 Pedra Branca";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"231060 Penaforte";-;3;7;10;33;42;39;4;-;-;-;-;-;138
"231070 Pentecoste";-;-;-;-;2;2;2;1;-;5;26;416;34;488
"231080 Pereiro";-;-;-;-;1;3;5;-;-;-;-;-;-;9
"231085 Pindoretama";-;-;1;2;5;2;1;-;1;-;-;-;-;12
"231090 Piquet Carneiro";-;-;2;2;2;10;17;2;-;-;-;-;-;35
"231095 Pires Ferreira";-;-;1;-;1;3;3;-;-;-;-;-;-;8
"231100 Poranga";-;-;-;-;3;-;2;-;-;-;-;-;1;6
"231110 Porteiras";-;-;3;-;14;4;2;-;-;-;-;-;1;24
"231120 Potengi";-;-;19;13;-;-;-;-;-;-;-;-;-;32
"231126 Quiterianópolis";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"231130 Quixadá";-;2;6;37;164;40;1;1;-;-;-;-;-;251
"231135 Quixelô";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"231140 Quixeramobim";-;-;-;-;10;36;129;28;2;1;1;-;1;208
"231150 Quixeré";-;-;1;1;6;1;-;1;1;-;-;-;-;11
"231160 Redenção";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"231170 Reriutaba";-;1;4;3;4;13;21;2;-;1;1;1;-;51
"231180 Russas";-;33;43;67;65;117;114;127;87;17;41;8;5;724
"231190 Saboeiro";-;1;1;-;-;-;-;3;-;-;-;-;-;5
"231195 Salitre";-;-;-;9;18;3;-;-;-;-;-;-;-;30
"231220 Santa Quitéria";-;-;-;1;-;4;67;50;4;1;-;-;-;127
"231200 Santana do Acaraú";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"231210 Santana do Cariri";-;1;3;1;-;1;-;-;-;-;-;-;-;6
"231230 São Benedito";-;-;2;1;2;2;2;3;-;-;-;-;-;12
"231240 São Gonçalo do Amarante";-;-;1;1;-;-;-;-;-;-;-;-;-;2
"231250 São João do Jaguaribe";-;-;-;-;-;-;-;-;-;-;-;-;1;1
"231260 São Luís do Curu";-;-;-;1;2;1;-;-;-;-;-;-;-;4
"231270 Senador Pompeu";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"231280 Senador Sá";-;-;-;1;-;-;-;1;1;-;-;-;-;3
"231290 Sobral";-;3;5;43;97;145;121;52;10;1;7;5;4;493
"231300 Solonópole";-;1;-;-;2;-;-;-;-;-;-;-;-;3
