DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Brasil
Casos Prováveis por Município infecção e Mês 1º Sintoma(s)
Período:2020
"Município infecção";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"351410 Dois Córregos";4;5;3;18;29;24;8;3;1;5;1;-;101
"351420 Dolcinópolis";3;4;2;13;1;1;-;-;-;-;-;1;25
"351430 Dourado";-;-;1;-;-;-;-;-;-;-;-;-;1
"351440 Dracena";302;593;763;542;161;51;15;10;20;14;10;23;2504
"351450 Duartina";2;1;16;24;2;1;-;-;-;-;-;-;46
"351460 Dumont";11;39;31;31;25;1;-;-;1;-;1;1;141
"351470 Echaporã";-;3;3;1;4;-;-;-;-;1;1;-;13
"351480 Eldorado";1;19;52;12;11;1;-;-;-;-;-;-;96
"351492 Elisiário";2;12;10;4;1;-;-;-;-;-;-;-;29
"351495 Embaúba";6;9;4;-;2;-;-;-;-;-;-;-;21
"351500 Embu das Artes";-;1;-;-;-;-;-;-;-;-;-;-;1
"351510 Embu-Guaçu";-;-;2;-;-;-;-;-;-;-;-;-;2
"351512 Emilianópolis";1;-;1;-;1;-;-;-;-;-;-;-;3
"351515 Engenheiro Coelho";10;35;34;14;6;6;1;1;3;-;1;3;114
"351518 Espírito Santo do Pinhal";2;11;17;30;8;-;1;-;-;-;-;-;69
"355730 Estiva Gerbi";-;-;-;2;1;-;-;-;-;-;-;-;3
"351520 Estrela d'Oeste";303;264;74;15;34;7;1;1;-;-;-;27;726
"351530 Estrela do Norte";1;7;5;5;6;1;-;-;-;-;-;-;25
"351535 Euclides da Cunha Paulista";6;22;36;47;28;7;2;-;-;-;-;-;148
"351540 Fartura";-;-;1;-;-;1;-;-;-;-;-;-;2
"351550 Fernandópolis";68;65;16;4;10;2;5;-;1;-;1;4;176
"351565 Fernão";9;13;5;7;-;-;-;-;-;-;-;-;34
"351570 Ferraz de Vasconcelos";-;-;1;-;-;-;-;-;-;-;-;-;1
"351580 Flora Rica";2;4;3;9;6;-;-;1;-;-;-;-;25
"351590 Floreal";2;6;8;3;7;2;2;-;-;1;-;-;31
"351600 Flórida Paulista";4;28;61;51;13;2;1;-;2;-;-;-;162
"351620 Franca";8;43;42;3;1;-;-;-;-;-;-;7;104
"351630 Francisco Morato";10;8;8;-;3;-;-;1;-;-;-;-;30
"351640 Franco da Rocha";2;2;2;1;-;-;-;-;-;-;-;1;8
"351650 Gabriel Monteiro";2;7;2;32;-;-;-;-;-;-;-;-;43
"351660 Gália";-;-;-;1;-;-;-;-;-;-;-;-;1
"351670 Garça";116;206;175;79;65;29;53;28;5;1;4;10;771
"351680 Gastão Vidigal";33;84;25;-;5;5;-;1;-;-;-;-;153
"351685 Gavião Peixoto";-;-;1;-;1;-;-;-;-;-;-;-;2
"351690 General Salgado";74;79;47;51;30;4;-;-;-;1;1;-;287
"351700 Getulina";2;13;-;3;-;-;-;-;1;-;-;-;19
"351710 Glicério";-;-;2;6;3;2;1;-;-;-;-;-;14
"351720 Guaiçara";1;2;4;2;3;6;4;1;-;1;-;-;24
"351730 Guaimbê";114;56;3;-;-;-;-;-;-;-;-;11;184
"351740 Guaíra";8;27;9;12;5;9;14;3;4;5;2;1;99
"351750 Guapiaçu";24;14;11;6;9;1;-;-;-;-;-;1;66
"351770 Guará";1;6;1;-;-;-;-;-;-;-;1;-;9
"351780 Guaraçaí";1;1;3;9;22;7;-;-;-;-;-;2;45
"351790 Guaraci";-;3;2;-;1;-;-;-;-;-;-;-;6
"351800 Guarani d'Oeste";-;4;16;3;1;-;-;-;-;-;-;-;24
"351810 Guarantã";-;10;2;7;9;1;-;-;1;-;1;1;32
"351820 Guararapes";468;594;215;63;32;8;5;3;3;-;2;18;1411
"351830 Guararema";1;49;13;1;-;-;-;-;-;-;-;-;64
"351840 Guaratinguetá";328;1363;1019;310;101;21;11;2;1;1;2;15;3174
"351850 Guareí";1;-;-;1;-;2;1;-;-;-;1;-;6
"351860 Guariba";-;1;9;14;8;2;-;-;-;-;-;-;34
"351870 Guarujá";30;37;33;50;66;60;26;27;10;10;23;18;390
"351880 Guarulhos";69;65;51;35;17;10;3;2;1;5;1;4;263
"351885 Guatapará";-;4;1;1;1;1;-;-;-;-;-;1;9
"351890 Guzolândia";2;3;-;-;-;5;-;-;-;-;-;-;10
"351900 Herculândia";8;99;219;146;137;16;1;2;3;1;1;1;634
"351905 Holambra";-;-;3;-;-;-;-;-;-;-;-;-;3
"351907 Hortolândia";69;140;267;323;97;57;36;16;14;12;7;7;1045
"351910 Iacanga";2;4;-;3;5;-;2;-;-;-;-;-;16
"351920 Iacri";98;67;32;13;1;1;-;-;1;1;-;6;220
"351925 Iaras";-;3;1;3;-;-;-;-;-;-;1;-;8
"351930 Ibaté";3;3;5;2;2;-;-;-;-;-;-;3;18
"351940 Ibirá";13;8;4;3;-;1;-;-;1;2;-;1;33
"351950 Ibirarema";1;2;2;1;-;-;-;-;-;-;-;-;6
"351960 Ibitinga";1;7;9;7;6;-;1;-;-;-;-;1;32
"351970 Ibiúna";-;3;-;-;-;-;-;1;-;-;1;1;6
"351980 Icém";1;-;-;1;-;-;-;-;-;-;-;-;2
"351990 Iepê";1;5;17;17;21;11;2;-;-;-;-;-;74
"352000 Igaraçu do Tietê";1;-;1;-;-;1;-;-;1;-;-;-;4
"352010 Igarapava";1;2;-;-;-;-;-;-;-;1;-;-;4
"352020 Igaratá";1;-;-;-;-;-;-;-;-;-;1;-;2
"352030 Iguape";1;5;10;13;7;3;1;-;-;1;-;-;41
"352042 Ilha Comprida";3;3;-;9;2;3;-;-;-;-;-;-;20
"352044 Ilha Solteira";-;2;3;-;-;-;-;-;-;-;2;-;7
"352040 Ilhabela";15;40;60;43;31;23;41;23;17;18;15;3;329
"352050 Indaiatuba";10;20;28;3;2;-;-;-;-;-;-;-;63
"352060 Indiana";7;24;19;5;1;-;-;-;-;-;-;-;56
"352070 Indiaporã";2;6;12;44;36;5;-;-;-;1;2;21;129
"352080 Inúbia Paulista";66;144;99;44;6;6;-;-;-;-;-;2;367
"352090 Ipaussu";1;3;3;1;-;-;-;-;1;-;-;-;9
"352100 Iperó";412;564;189;30;2;-;-;-;-;1;-;5;1203
"352110 Ipeúna";6;23;26;15;1;-;-;-;-;1;-;-;72
"352115 Ipiguá";3;28;16;8;11;-;2;1;1;3;-;1;74
"352120 Iporanga";-;2;17;29;32;4;1;-;-;-;-;-;85
"352130 Ipuã";1;-;4;-;1;-;-;-;-;-;-;1;7
"352140 Iracemápolis";1;1;8;17;8;5;3;-;2;6;5;2;58
"352150 Irapuã";5;18;12;15;12;1;-;4;4;1;4;1;77
"352160 Irapuru";1;3;1;-;1;-;1;-;-;-;-;-;7
"352170 Itaberá";-;1;-;-;-;-;-;-;-;-;-;-;1
"352180 Itaí";-;-;3;16;1;-;-;-;-;-;-;-;20
"352190 Itajobi";60;56;19;4;-;-;-;1;-;-;1;4;145
"352200 Itaju";-;-;1;2;1;1;-;-;-;-;-;-;5
"352210 Itanhaém";10;12;13;29;23;12;-;-;1;-;1;2;103
"352220 Itapecerica da Serra";-;1;-;1;-;-;-;-;-;-;-;-;2
"352230 Itapetininga";-;7;12;5;4;1;1;-;-;-;-;-;30
"352240 Itapeva";1;4;21;24;1;-;-;1;-;-;-;3;55
"352250 Itapevi";-;-;5;4;1;1;-;-;-;-;-;-;11
"352260 Itapira";1;1;10;1;4;2;2;-;-;-;-;-;21
"352270 Itápolis";289;436;297;183;69;12;13;1;-;-;-;26;1326
"352280 Itaporanga";-;1;2;6;-;1;-;-;-;-;-;1;11
"352290 Itapuí";1;2;2;-;-;-;2;1;-;1;-;-;9
"352300 Itapura";-;3;6;3;3;2;1;-;-;-;-;-;18
"352310 Itaquaquecetuba";1;5;3;3;2;1;-;-;-;-;-;-;15
"352320 Itararé";-;12;7;8;2;2;1;-;-;-;-;-;32
"352330 Itariri";62;98;21;45;12;1;-;-;-;-;-;1;240
"352340 Itatiba";-;2;1;2;-;-;-;1;-;-;-;1;7
"352350 Itatinga";-;2;1;1;1;-;-;-;-;-;-;-;5
"352360 Itirapina";4;2;2;4;1;-;-;-;-;-;-;-;13
"352380 Itobi";2;-;23;9;10;-;-;-;-;-;-;-;44
"352390 Itu";4;9;12;22;13;6;2;2;1;-;-;1;72
"352400 Itupeva";-;-;-;-;1;-;-;-;-;-;-;1;2
"352410 Ituverava";2;2;1;2;2;1;1;1;1;-;-;1;14
"352420 Jaborandi";-;1;1;1;2;-;-;-;2;-;-;-;7
"352430 Jaboticabal";21;64;33;4;1;-;1;-;-;-;-;4;128
"352440 Jacareí";4;31;82;129;72;25;17;2;1;-;2;1;366
"352450 Jaci";1;3;1;-;-;-;1;4;3;-;-;-;13
"352460 Jacupiranga";1;3;2;2;-;-;-;-;-;-;-;-;8
"352470 Jaguariúna";-;1;2;1;1;-;-;-;-;-;-;-;5
"352480 Jales";51;211;275;120;63;38;4;1;2;2;1;3;771
"352500 Jandira";-;-;2;1;-;-;-;-;-;-;-;-;3
"352510 Jardinópolis";10;14;11;7;6;1;1;-;-;-;-;1;51
"352520 Jarinu";2;-;-;-;-;-;-;-;-;-;-;-;2
"352530 Jaú";34;49;34;36;23;13;11;2;4;3;2;4;215
"352540 Jeriquara";-;-;1;2;2;1;-;-;-;-;-;-;6
"352550 Joanópolis";-;-;-;3;1;-;2;-;1;-;-;-;7
"352560 João Ramalho";12;40;37;12;1;3;-;-;-;-;1;-;106
"352570 José Bonifácio";3;23;23;5;3;3;1;2;-;3;2;1;69
"352580 Júlio Mesquita";2;9;77;84;14;-;-;-;-;-;-;-;186
"352585 Jumirim";-;-;-;-;1;-;-;-;-;-;-;-;1
"352590 Jundiaí";6;12;16;5;10;7;2;1;1;-;2;-;62
"352600 Junqueirópolis";10;53;145;94;60;33;8;2;1;-;1;2;409
"352610 Juquiá";9;45;43;3;8;1;1;-;-;-;-;-;110
"352620 Juquitiba";-;1;-;-;-;-;-;-;-;-;1;-;2
"352630 Lagoinha";1;-;-;-;-;-;-;-;-;-;-;1;2
"352640 Laranjal Paulista";-;13;19;43;26;8;2;-;-;-;-;-;111
"352650 Lavínia";4;18;18;16;7;-;1;-;1;-;-;3;68
"352660 Lavrinhas";39;119;183;57;12;3;-;-;-;-;-;1;414
"352670 Leme";4;16;24;47;54;74;56;28;10;3;5;4;325
"352680 Lençóis Paulista";-;1;1;-;1;1;-;-;1;1;-;-;6
"352690 Limeira";182;411;539;307;144;31;13;3;2;-;-;17;1649
"352710 Lins";73;244;382;317;180;74;42;11;3;6;1;2;1335
"352720 Lorena";866;1669;1073;328;109;21;6;8;1;1;-;18;4100
"352725 Lourdes";-;2;14;35;26;7;1;1;-;-;-;-;86
"352730 Louveira";2;3;2;6;3;2;-;-;-;-;-;-;18
"352740 Lucélia";332;322;59;11;5;3;5;-;1;2;1;51;792
"352750 Lucianópolis";-;-;-;2;-;-;-;-;-;-;-;-;2
"352760 Luís Antônio";69;149;71;52;22;-;-;1;-;-;2;9;375
"352770 Luiziânia";38;89;28;2;-;-;-;-;-;-;-;-;157
"352790 Lutécia";-;-;2;1;2;-;-;-;-;-;-;2;7
"352800 Macatuba";-;1;-;-;-;1;-;-;1;-;-;-;3
"352810 Macaubal";1;7;2;5;16;1;-;-;-;-;3;2;37
"352820 Macedônia";-;1;2;6;11;2;-;-;-;-;-;-;22
"352830 Magda";1;6;3;1;2;-;2;-;-;1;-;-;16
"352840 Mairinque";1;3;4;1;-;-;-;-;-;-;-;-;9
"352850 Mairiporã";-;1;1;1;1;-;-;-;1;1;-;1;7
"352870 Marabá Paulista";4;-;1;-;-;-;1;-;-;-;-;-;6
"352880 Maracaí";60;128;45;16;1;5;-;1;-;-;-;2;258
"352885 Marapoama";2;4;4;-;-;-;-;1;-;-;-;-;11
"352890 Mariápolis";15;82;79;39;15;7;-;-;-;-;-;2;239
"352900 Marília";177;132;281;343;222;52;22;9;19;24;24;27;1332
"352910 Marinópolis";2;2;-;1;-;-;-;-;-;-;-;-;5
"352920 Martinópolis";387;481;185;31;8;5;2;1;-;1;1;38;1140
"352930 Matão";3;5;4;5;2;-;-;-;1;1;1;-;22
"352940 Mauá";6;2;3;-;2;1;-;-;-;-;1;1;16
"352950 Mendonça";2;1;-;-;-;1;-;1;-;-;-;-;5
"352960 Meridiano";3;9;28;35;12;19;4;-;-;-;1;1;112
"352965 Mesópolis";-;16;40;31;19;-;-;-;-;-;-;-;106
"352970 Miguelópolis";1;-;1;-;-;1;-;-;-;-;-;-;3
"352980 Mineiros do Tietê";-;1;1;-;-;-;8;2;1;-;-;1;14
"353000 Mira Estrela";5;15;25;10;8;1;2;2;-;-;1;-;69
"352990 Miracatu";1;-;10;11;4;-;-;-;1;-;-;-;27
"353010 Mirandópolis";164;424;281;133;107;17;15;8;10;10;9;15;1193
"353020 Mirante do Paranapanema";1;3;7;-;3;-;1;-;-;-;-;-;15
"353030 Mirassol";5;11;7;10;3;2;-;1;2;-;-;-;41
"353040 Mirassolândia";-;1;2;3;1;1;-;-;-;-;-;-;8
"353050 Mococa";934;910;397;103;10;5;9;11;5;5;4;117;2510
"353060 Mogi das Cruzes";10;6;3;-;3;-;2;1;-;-;-;1;26
"353070 Mogi Guaçu";50;278;268;156;63;28;6;-;-;-;-;-;849
"353080 Mogi Mirim";322;259;403;133;90;27;18;10;13;4;4;12;1295
"353100 Monções";3;2;-;6;20;5;1;1;1;-;-;-;39
"353110 Mongaguá";1;7;2;4;6;6;5;-;-;-;1;1;33
"353130 Monte Alto";13;57;56;62;28;10;3;2;-;-;-;2;233
"353140 Monte Aprazível";9;15;8;9;6;2;3;1;1;1;-;1;56
"353150 Monte Azul Paulista";5;2;4;5;-;-;1;-;1;-;-;-;18
"353160 Monte Castelo";1;1;1;-;-;-;-;-;1;-;-;-;4
"353180 Monte Mor";3;14;32;80;62;8;5;1;-;-;-;-;205
"353190 Morro Agudo";1;8;-;8;3;-;-;-;-;-;-;-;20
"353200 Morungaba";-;-;-;-;1;-;-;-;-;-;-;-;1
"353205 Motuca";1;-;5;3;-;-;-;-;-;-;-;-;9
"353210 Murutinga do Sul";-;2;3;4;1;1;-;-;1;-;1;-;13
"353215 Nantes";3;6;2;1;-;-;-;-;-;-;-;-;12
"353220 Narandiba";14;23;59;31;6;2;-;1;1;-;-;2;139
"353230 Natividade da Serra";-;1;-;-;-;-;-;-;-;-;-;-;1
"353240 Nazaré Paulista";-;-;-;2;-;-;-;-;-;-;-;-;2
"353250 Neves Paulista";5;1;-;2;1;-;1;-;-;-;-;-;10
"353260 Nhandeara";20;74;128;163;57;17;8;6;1;2;-;2;478
"353270 Nipoã";8;8;4;1;-;1;-;-;-;-;-;1;23
"353280 Nova Aliança";1;1;1;-;1;-;-;-;-;-;-;-;4
"353286 Nova Castilho";1;1;-;-;-;-;-;-;-;-;-;-;2
"353290 Nova Europa";1;3;1;1;-;-;-;1;-;1;-;1;9
"353300 Nova Granada";10;12;6;24;15;6;2;-;-;-;-;-;75
"353310 Nova Guataporanga";2;1;20;19;7;3;1;-;-;1;-;-;54
"353320 Nova Independência";-;1;6;2;11;3;5;2;-;-;1;-;31
"353330 Nova Luzitânia";2;7;42;29;28;15;2;-;-;1;-;-;126
"353340 Nova Odessa";3;85;96;90;46;23;11;3;3;5;2;1;368
"353325 Novais";62;5;-;-;-;-;-;1;-;-;-;1;69
"353350 Novo Horizonte";17;52;67;93;54;22;10;8;2;2;1;-;328
"353360 Nuporanga";1;3;4;14;9;5;1;-;-;-;-;1;38
"353370 Ocauçu";-;-;3;2;3;-;-;-;-;-;-;-;8
"353390 Olímpia";11;17;6;11;4;1;4;1;-;-;-;1;56
"353400 Onda Verde";4;31;42;17;15;-;-;-;-;-;1;-;110
"353410 Oriente";-;3;16;8;15;4;1;-;6;3;2;6;64
"353430 Orlândia";4;8;12;14;6;6;3;2;-;-;-;1;56
"353440 Osasco";31;32;4;5;1;4;-;-;2;-;-;-;79
"353450 Oscar Bressane";-;-;-;3;2;-;1;1;-;-;-;-;7
"353460 Osvaldo Cruz";346;291;235;65;24;4;4;1;-;-;1;18;989
"353470 Ourinhos";130;241;401;517;212;32;11;-;-;6;1;5;1556
"353480 Ouro Verde";7;5;-;-;-;1;-;1;-;-;-;-;14
"353475 Ouroeste";26;63;17;10;7;2;7;1;-;-;-;1;134
"353490 Pacaembu";13;43;63;66;34;18;4;-;-;-;-;-;241
"353500 Palestina";1;7;4;6;-;7;1;-;1;-;-;-;27
"353510 Palmares Paulista";204;326;137;46;35;10;-;1;-;2;-;6;767
"353520 Palmeira d'Oeste";-;5;-;-;8;-;-;-;-;-;-;-;13
"353530 Palmital";251;580;414;180;56;5;-;-;1;-;-;3;1490
"353540 Panorama";33;160;208;172;60;15;3;4;2;11;20;11;699
"353550 Paraguaçu Paulista";12;31;6;27;10;8;5;-;3;3;6;1;112
"353560 Paraibuna";-;3;1;-;-;-;-;-;-;1;-;-;5
"353570 Paraíso";1;3;5;5;10;3;-;-;-;-;-;-;27
"353580 Paranapanema";-;1;-;-;-;-;-;-;-;-;-;-;1
"353590 Paranapuã";1;9;6;2;-;-;-;1;-;-;-;-;19
"353600 Parapuã";454;320;62;14;16;2;-;1;1;-;1;37;908
"353620 Pariquera-Açu";10;45;94;75;43;6;1;-;-;-;1;-;275
"353625 Parisi";1;1;-;-;-;1;-;-;-;-;-;1;4
"353630 Patrocínio Paulista";1;-;1;-;-;-;-;-;-;-;-;-;2
"353640 Paulicéia";47;178;92;74;24;5;1;1;4;2;6;4;438
"353650 Paulínia";12;27;23;15;21;7;3;2;2;2;-;2;116
"353660 Paulo de Faria";3;6;5;1;2;-;4;-;-;-;-;-;21
"353670 Pederneiras";2;1;10;9;14;9;4;-;1;-;6;-;56
"353680 Pedra Bela";1;-;-;-;-;-;-;-;-;-;-;-;1
"353690 Pedranópolis";-;4;-;-;6;-;-;1;-;-;-;-;11
"353710 Pedreira";3;3;12;18;13;3;2;-;3;1;1;1;60
"353715 Pedrinhas Paulista";1;3;9;1;1;-;-;-;-;-;-;1;16
"353720 Pedro de Toledo";2;3;1;15;5;2;1;-;-;-;-;-;29
"353730 Penápolis";137;166;185;98;57;19;14;8;2;-;1;3;690
"353740 Pereira Barreto";6;9;15;52;46;8;3;2;11;21;16;11;200
"353750 Pereiras";-;-;-;-;-;-;-;-;1;-;-;-;1
"353760 Peruíbe";29;42;50;12;9;4;5;3;1;2;2;4;163
"353770 Piacatu";214;132;7;3;1;-;-;-;-;-;1;10;368
"353780 Piedade";-;-;-;-;1;-;-;-;-;-;-;-;1
"353790 Pilar do Sul";-;-;1;3;-;-;-;-;-;-;-;-;4
"353800 Pindamonhangaba";77;364;619;525;297;42;8;5;2;1;3;22;1965
"353810 Pindorama";62;88;46;52;17;5;-;-;-;1;-;4;275
"353820 Pinhalzinho";-;1;-;-;-;-;-;-;-;-;-;-;1
"353830 Piquerobi";-;-;-;-;1;-;-;-;1;-;-;-;2
"353850 Piquete";8;112;23;37;49;3;-;1;1;2;1;3;240
"353870 Piracicaba";114;290;351;315;168;38;19;16;11;14;13;11;1360
"353880 Piraju";-;1;3;1;-;-;-;-;-;-;-;-;5
"353890 Pirajuí";3;2;2;-;2;-;2;2;1;2;4;2;22
"353900 Pirangi";12;10;36;39;39;13;3;2;-;-;-;-;154
"353920 Pirapozinho";15;110;184;226;95;52;9;2;1;1;-;-;695
"353930 Pirassununga";130;256;186;115;66;21;5;2;5;-;-;7;793
"353940 Piratininga";1;1;2;-;-;-;-;-;-;-;-;-;4
"353950 Pitangueiras";4;13;17;11;19;2;2;-;2;-;-;-;70
"353960 Planalto";-;3;12;8;4;2;-;-;-;-;-;1;30
"353970 Platina";-;3;6;3;-;-;-;-;-;-;-;-;12
"353980 Poá";1;-;-;-;-;-;-;-;-;-;-;1;2
"353990 Poloni";-;4;-;-;-;3;-;-;-;-;-;-;7
"354000 Pompéia";48;44;39;12;8;13;1;-;-;-;-;-;165
"354010 Pongaí";-;-;-;-;6;-;-;-;-;-;-;-;6
"354020 Pontal";16;11;49;45;26;4;2;-;-;-;-;-;153
"354025 Pontalinda";113;42;1;-;-;-;-;-;-;-;-;25;181
"354030 Pontes Gestal";1;3;6;-;-;-;1;-;-;-;-;-;11
"354040 Populina";32;41;9;1;-;-;-;-;-;-;-;5;88
"354060 Porto Feliz";-;3;1;15;11;1;-;3;-;2;1;-;37
"354070 Porto Ferreira";7;17;17;30;18;5;-;1;-;-;1;1;97
"354075 Potim";1471;318;123;13;16;5;9;4;1;1;1;262;2224
"354080 Potirendaba";1;6;6;6;4;1;-;-;1;1;-;-;26
"354085 Pracinha";6;11;22;5;-;-;-;-;-;-;-;-;44
"354090 Pradópolis";8;9;8;8;8;4;-;1;2;-;-;-;48
"354100 Praia Grande";5;6;3;3;4;7;-;-;-;2;3;2;35
"354105 Pratânia";-;1;-;-;-;-;-;-;-;-;-;-;1
"354110 Presidente Alves";1;1;-;-;-;-;-;-;-;-;-;-;2
"354120 Presidente Bernardes";24;132;117;104;30;2;-;-;-;-;-;3;412
"354130 Presidente Epitácio";616;305;51;5;2;4;1;3;1;1;-;51;1040
"354140 Presidente Prudente";184;682;1161;926;378;149;20;13;10;7;18;27;3575
"354150 Presidente Venceslau";212;169;60;42;12;8;7;-;2;-;-;15;527
"354160 Promissão";2;12;14;9;8;1;-;-;-;-;-;-;46
"354170 Quatá";76;174;82;89;45;5;-;1;-;2;-;6;480
"354180 Queiroz";63;74;15;3;-;-;-;-;-;-;-;6;161
"354190 Queluz";-;2;-;-;-;-;-;-;-;-;-;-;2
"354200 Quintana";2;4;14;8;7;3;-;-;-;-;-;-;38
"354220 Rancharia";445;472;168;166;33;1;2;-;-;1;2;43;1333
"354240 Regente Feijó";3;30;110;126;119;25;5;2;-;-;-;3;423
"354260 Registro";57;181;189;99;43;9;3;-;1;-;2;6;590
"354320 Ribeirão do Sul";-;2;8;37;25;3;1;-;-;-;-;-;76
"354323 Ribeirão dos Índios";-;2;-;-;3;-;-;-;-;-;1;-;6
"354330 Ribeirão Pires";-;-;-;-;-;-;-;1;-;-;-;-;1
"354340 Ribeirão Preto";2587;6000;4808;1849;776;161;45;14;10;5;6;152;16413
"354380 Rinópolis";484;190;15;2;-;-;1;-;1;-;-;39;732
"354390 Rio Claro";83;168;292;388;148;64;23;15;8;4;3;8;1204
"354400 Rio das Pedras";1;1;-;1;3;1;-;-;-;1;-;-;8
"354420 Riolândia";3;7;6;5;3;-;-;-;-;-;-;-;24
"354425 Rosana";18;7;21;4;1;4;8;4;-;3;3;-;73
"354430 Roseira";18;58;12;10;3;-;-;-;-;1;-;-;102
"354440 Rubiácea";14;11;22;11;33;12;1;-;-;-;-;-;104
"354450 Rubinéia";-;1;2;2;1;-;-;-;-;1;1;-;8
"354460 Sabino";48;154;49;17;2;-;-;-;-;-;-;1;271
"354470 Sagres";88;193;18;-;-;-;-;-;-;-;-;-;299
"354480 Sales";3;5;6;4;1;1;-;-;-;-;1;-;21
"354490 Sales Oliveira";1;-;-;4;1;-;1;1;-;-;1;1;10
"354510 Salmourão";79;138;39;25;1;2;-;-;-;-;-;4;288
"354515 Saltinho";2;2;1;-;1;-;1;1;-;-;-;-;8
"354520 Salto";2;7;20;20;12;3;1;1;-;1;-;-;67
"354530 Salto de Pirapora";1;-;-;-;1;1;-;-;-;-;-;-;3
"354540 Salto Grande";4;1;27;60;48;2;-;1;1;-;-;-;144
"354550 Sandovalina";8;30;87;81;12;2;-;-;-;-;-;-;220
"354560 Santa Adélia";10;53;46;27;20;6;5;1;-;1;-;-;169
"354570 Santa Albertina";1;4;1;1;-;-;2;-;-;-;-;-;9
"354580 Santa Bárbara d'Oeste";86;126;303;248;159;120;71;9;21;12;11;12;1178
"354600 Santa Branca";-;1;-;-;-;-;-;-;-;-;-;-;1
"354610 Santa Clara d'Oeste";-;3;1;-;-;-;-;-;-;-;-;-;4
"354620 Santa Cruz da Conceição";-;-;1;5;1;1;-;-;-;-;-;-;8
"354625 Santa Cruz da Esperança";-;5;-;7;2;-;-;-;-;-;-;-;14
"354630 Santa Cruz das Palmeiras";70;231;358;286;68;19;1;-;-;-;-;5;1038
"354640 Santa Cruz do Rio Pardo";3;2;3;1;-;-;-;-;-;-;-;-;9
"354650 Santa Ernestina";25;53;11;7;-;-;1;-;1;-;-;-;98
"354660 Santa Fé do Sul";11;13;27;18;13;7;3;2;2;2;2;4;104
"354670 Santa Gertrudes";-;1;7;13;9;2;1;1;1;-;-;-;35
"354680 Santa Isabel";-;1;1;-;-;-;-;-;1;-;-;-;3
"354690 Santa Lúcia";2;2;-;-;-;-;-;-;-;-;-;-;4
"354700 Santa Maria da Serra";-;2;1;-;-;-;-;-;-;-;-;-;3
"354710 Santa Mercedes";1;7;3;5;4;1;-;-;-;1;-;-;22
"354740 Santa Rita d'Oeste";-;-;-;-;1;-;-;-;-;-;-;-;1
"354750 Santa Rita do Passa Quatro";30;107;103;141;67;11;5;3;1;1;-;3;472
"354760 Santa Rosa de Viterbo";-;2;4;1;9;-;-;-;-;-;-;2;18
"354765 Santa Salete";2;1;1;1;-;-;-;-;1;-;-;-;6
"354730 Santana de Parnaíba";3;3;3;6;1;3;-;-;-;-;-;1;20
"354770 Santo Anastácio";7;92;58;17;24;3;-;-;-;-;1;1;203
"354780 Santo André";2;4;4;7;-;-;-;2;2;-;-;-;21
"354790 Santo Antônio da Alegria";-;1;-;2;1;-;-;-;-;-;-;-;4
"354800 Santo Antônio de Posse";4;3;9;3;-;1;1;1;1;-;-;-;23
"354805 Santo Antônio do Aracanguá";16;10;12;16;17;7;1;-;-;-;-;-;79
"354810 Santo Antônio do Jardim";-;-;1;-;-;-;-;-;-;-;-;-;1
"354830 Santo Expedito";-;6;54;13;1;6;-;-;-;-;-;-;80
"354840 Santópolis do Aguapeí";4;18;15;-;-;-;1;-;-;-;-;-;38
"354850 Santos";30;55;52;38;63;26;16;10;8;7;12;8;325
"354870 São Bernardo do Campo";5;7;4;4;-;4;2;-;1;-;-;2;29
"354880 São Caetano do Sul";1;-;-;-;-;-;-;-;-;-;-;1;2
"354890 São Carlos";138;191;102;45;26;16;16;13;2;7;7;5;568
"354900 São Francisco";-;1;1;3;-;1;-;-;-;-;-;-;6
"354910 São João da Boa Vista";170;438;418;333;124;21;5;9;6;1;1;10;1536
"354920 São João das Duas Pontes";19;40;17;-;-;-;-;-;-;-;-;2;78
"354925 São João de Iracema";12;28;6;3;-;-;-;1;-;-;-;-;50
"354930 São João do Pau d'Alho";2;12;52;46;27;3;1;-;1;3;2;2;151
"354940 São Joaquim da Barra";13;33;12;3;3;2;1;1;-;1;-;-;69
"354960 São José do Barreiro";-;-;-;3;1;-;-;-;-;1;-;-;5
"354970 São José do Rio Pardo";27;27;189;231;157;21;3;-;1;1;1;2;660
"354980 São José do Rio Preto";804;1601;1355;747;508;360;164;101;127;163;118;66;6114
"354990 São José dos Campos";18;46;109;111;53;19;14;5;10;4;8;8;405
"355000 São Luís do Paraitinga";-;1;-;-;-;-;-;-;-;-;-;-;1
"355010 São Manuel";5;6;5;5;1;-;1;-;-;-;-;-;23
"355020 São Miguel Arcanjo";-;1;-;-;-;-;-;-;-;-;-;1;2
"355030 São Paulo";284;371;349;180;109;48;24;15;22;21;18;48;1489
"355040 São Pedro";99;282;44;4;15;13;4;3;4;3;1;3;475
"355050 São Pedro do Turvo";-;1;19;11;4;-;-;-;1;1;-;-;37
"355060 São Roque";1;-;1;6;-;-;-;-;-;-;-;1;9
"355070 São Sebastião";20;20;22;33;48;36;50;23;10;9;12;16;299
"355080 São Sebastião da Grama";-;-;6;11;7;1;-;-;-;-;-;-;25
"355090 São Simão";38;9;8;3;1;-;-;-;-;-;-;1;60
